name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Impardonnables,2011,"153,785",0,"153,785"
While Satan Sleeps,1922,"153,700",0,"153,700"
Bol,2011,"153,369",0,"153,369"
Music Within,2007,"153,205",0,"153,205"
Citizen Ruth,1996,"153,155",0,"153,155"
A Show of Force,1990,"152,982",0,"152,982"
Quai des Orfèvres,1947,"152,961",0,"152,961"
No debes estar aquí,2002,0,"152,917","152,917"
Welcome to the Rileys,2010,"152,857",0,"152,857"
The Mostly Unfabulous Social Life of Ethan Green,2005,"152,810",0,"152,810"
Brothers at War,2009,"152,798",0,"152,798"
Le quattro volte,2010,"152,530",0,"152,530"
The Trumpet of the Swan,2001,"152,525",0,"152,525"
Ladybird Ladybird,1994,"152,457",0,"152,457"
Tui shou,1992,"152,322",0,"152,322"
Snake & Mongoose,2013,"152,200",0,"152,200"
Söndagsbarn,1992,"151,881",0,"151,881"
Benefit of the Doubt,1993,"151,860",0,"151,860"
ShowBusiness: The Road to Broadway,2007,"151,792",0,"151,792"
Go Tigers!,2001,"151,692",0,"151,692"
Zui hao de shi guang,2005,"151,662",0,"151,662"
About Adam,2000,"151,559",0,"151,559"
Independence Day,1983,"151,462",0,"151,462"
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,"151,389",0,"151,389"
Hockeyland,2021,"151,292",0,"151,292"
Before You Know It,2019,"151,259",0,"151,259"
"I, Madman",1989,"151,203",0,"151,203"
Eminent Domain,1990,"151,098",0,"151,098"
All Over Me,1997,"150,646",0,"150,646"
Ex Libris: New York Public Library,2017,"150,602",0,"150,602"
Plemya,2014,"150,564",0,"150,564"
La fille inconnue,2016,"150,549",0,"150,549"
Mugen no jûnin,2017,"150,532",0,"150,532"
The Void,2016/I,"150,372",0,"150,372"
Halston,2019,"150,331",0,"150,331"
Revenge of the Electric Car,2011,"150,307",0,"150,307"
May,2002,"150,277",0,"150,277"
Road to Nowhere,2010/I,"40,294","109,943","150,237"
Life in a Metro,2007,"150,212",0,"150,212"
Two Men Went to War,2002,"150,208",0,"150,208"
Alive Inside,2014,"150,200",0,"150,200"
Kicks,2016,"150,191",0,"150,191"
Razorback,1984,"150,140",0,"150,140"
Simon och ekarna,2011,"150,109",0,"150,109"
The Great New Wonderful,2005,"150,071",0,"150,071"
Little Woods,2018,"150,010",0,"150,010"
Les chevaux de Dieu,2012,"3,779","146,221","150,000"
Enakkul Oru Devathai,2014,0,"150,000","150,000"
Gogona Slaididan,2009,0,"150,000","150,000"
Enemies of Laughter,2000,"150,000",0,"150,000"
The Crazies,1973,"150,000",0,"150,000"
No Greater Sin,1941,"150,000",0,"150,000"
The Bronx Balletomane,2008,"150,000",0,"150,000"
Deepsea Challenge 3D,2014,"149,879",0,"149,879"
Les glaneurs et la glaneuse,2000,"149,834",0,"149,834"
Samba,2014,"149,805",0,"149,805"
Hanyo,2010,"149,757",0,"149,757"
Garçon stupide,2004,"149,651",0,"149,651"
The Fringe Dwellers,1986,"149,440",0,"149,440"
Jinn,2014,"149,337",0,"149,337"
Shadow Magic,2000,"149,258",0,"149,258"
Jacquot de Nantes,1991,"149,200",0,"149,200"
Michael Moore in TrumpLand,2016,"149,090",0,"149,090"
Karmen,2003,0,"149,050","149,050"
Gun Hill Road,2011,"148,994",0,"148,994"
Roosters,1993,"148,919",0,"148,919"
Bringing Godzilla Down to Size: The Art of Japanese Special Effects,2008,"148,915",0,"148,915"
Cocaine Cowboys,2006,"148,872",0,"148,872"
Heartbreakers,1984,"148,750",0,"148,750"
Trial by Fire,2018/I,"148,504",0,"148,504"
Bartleby,2001,"148,479",0,"148,479"
Big Time,1988,"148,426",0,"148,426"
"Syngué sabour, pierre de patience",2012,"148,408",0,"148,408"
Direct Contact,2009,0,"148,337","148,337"
Personne ne m'aime,1994,"147,970",0,"147,970"
Talaye sorkh,2003,"147,844",0,"147,844"
Carmen,1915/I,"147,600",0,"147,600"
Wolf,2021,"147,595",0,"147,595"
Punks,2000,"147,593",0,"147,593"
Eames: The Architect & The Painter,2011,"147,591",0,"147,591"
Under the Boardwalk,1988,"147,542",0,"147,542"
La scorta,1993,"147,394",0,"147,394"
Girls Will Be Girls,2003,"147,235",0,"147,235"
Far North,1988,"147,234",0,"147,234"
The Doctor and the Devils,1985,"147,070",0,"147,070"
Temporada de patos,2004,"146,694",0,"146,694"
Tie-died: Rock 'n Roll's Most Deadicated Fans,1995,"146,603",0,"146,603"
Die Salzmänner von Tibet,1997,"146,437",0,"146,437"
Los lunes al sol,2002,"146,402",0,"146,402"
Franklyn,2008,0,"146,198","146,198"
Renovation,2010,"146,146",0,"146,146"
Oh Boy,2012,"146,135",0,"146,135"
The Land Girls,1998,"146,083",0,"146,083"
Touched with Fire,2015,"146,070",0,"146,070"
Company Man,2000,"146,028",0,"146,028"
Thunder Run,1986,"145,975",0,"145,975"
Hecho en México,2012,"145,936",0,"145,936"
Vanaja,2006,"145,927",0,"145,927"
Kiseki,2011,"145,697",0,"145,697"
Framing John DeLorean,2019,"145,626",0,"145,626"
Plus tard,2008,"145,493",0,"145,493"
Ammonite,2020,"145,471",0,"145,471"
Dirty Deeds,2005,"145,450",0,"145,450"
Priyatel pokoynika,1997,"145,443",0,"145,443"
Mother of George,2013,"145,400",0,"145,400"
Bubble,2005/I,"145,382",0,"145,382"
Kicks,2016/II,"145,368",0,"145,368"
Mass,2021,"145,175",0,"145,175"
"""Carlos""",2010,"145,118",0,"145,118"
Boys to Men,2001,"144,765",0,"144,765"
Deterrence,1999,"144,583",0,"144,583"
The Wizard of Loneliness,1988,"144,566",0,"144,566"
"Holiday Inn, the New Irving Berlin Musical: Live",2017,"144,550",0,"144,550"
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,"144,431",0,"144,431"
Narco Cultura,2013,"144,405",0,"144,405"
Gritos del Monday,2016,0,"144,272","144,272"
From Beneath,2012,"144,123",0,"144,123"
Napola - Elite für den Führer,2004,"144,065",0,"144,065"
Dahmer,2002,"144,008",0,"144,008"
Luv Shuv Tey Chicken Khurana,2012,"143,900",0,"143,900"
The Velveteen Rabbit,2009,"143,715",0,"143,715"
Manifesto,2015/III,"143,656",0,"143,656"
Man-Thing,2005,"143,615",0,"143,615"
Thunder Soul,2010,"143,568",0,"143,568"
Wendy,2020,"143,518",0,"143,518"
A Connecticut Yankee in King Arthur's Court,1921,"143,500",0,"143,500"
Gunda,2020,"113,591","29,851","143,442"
L'année dernière à Marienbad,1961,"143,381",0,"143,381"
The Escape Artist,1982,"143,369",0,"143,369"
No Looking Back,1998,"143,273",0,"143,273"
The Lost Skeleton of Cadavra,2001,"143,121",0,"143,121"
Because Of Grácia,2017,"90,878","52,171","143,049"
The Eternal Flame,1922,"143,000",0,"143,000"
Chain Letter,2009,"143,000",0,"143,000"
The Acid House,1998,"142,783",0,"142,783"
All the Vermeers in New York,1990,"142,721",0,"142,721"
Freeway,1988,"142,671",0,"142,671"
Shelter,2007/II,"142,666",0,"142,666"
Flow: For Love of Water,2008,"142,569",0,"142,569"
Bergman Island,2021,"142,539",0,"142,539"
Shaadi Karke Phas Gaya Yaar,2006,"142,462",0,"142,462"
Nettoyage à sec,1997,"142,363",0,"142,363"
Chavela,2017,"142,267",0,"142,267"
Kekexili,2004,"142,157",0,"142,157"
The Good Provider,1922,"142,150",0,"142,150"
Only the Brave,2006,"142,060",0,"142,060"
Hrútar,2015,"141,922",0,"141,922"
The Human Centipede II (Full Sequence),2011,"122,890","18,987","141,877"
Ah fei zing zyun,1990,"141,864",0,"141,864"
Critical Care,1997,"141,853",0,"141,853"
Die Höhle des gelben Hundes,2005,"141,803",0,"141,803"
Across the Continent,1922,"141,800",0,"141,800"
Zhou Yu de huo che,2002,"141,666",0,"141,666"
Simple Men,1992,"141,554",0,"141,554"
Bal na vodi,1985,"141,423",0,"141,423"
Cold Weather,2010,"141,358",0,"141,358"
Piercing,2018,"15,856","125,462","141,318"
John Dies at the End,2012,"141,307",0,"141,307"
Gomgashtei dar Aragh,2002,"141,216",0,"141,216"
Deadline,1987,"141,211",0,"141,211"
Das Experiment,2001,"141,072",0,"141,072"
Free Style,2008,"140,987",0,"140,987"
Let's Get Harry,1986,"140,980",0,"140,980"
The Boys from County Clare,2003,"140,872",0,"140,872"
Krisha,2015,"140,779",0,"140,779"
Agnes Browne,1999,"140,426",0,"140,426"
Incitement,2019,"140,264",0,"140,264"
Repo! The Genetic Opera,2008,"140,244",0,"140,244"
Ashita no kioku,2006,"140,200",0,"140,200"
Nice People,1922,"140,060",0,"140,060"
Theeviravaathi: The Terrorist,1998,"140,021",0,"140,021"
Baghead,2008,"140,016",0,"140,016"
Southern Justice,2006,"140,000",0,"140,000"
Troublesome Creek: A Midwestern,1995,"140,000",0,"140,000"
Los ojos azules de la muñeca rota,1974,0,"139,927","139,927"
Notre musique,2004,"139,922",0,"139,922"
I'm with Lucy,2002,0,"139,823","139,823"
Hanna's War,1988,"139,796",0,"139,796"
Tigerland,2000,"139,692",0,"139,692"
Midnight's Children,2012,"139,644",0,"139,644"
The Dictator,1922,"139,575",0,"139,575"
X+Y,2014,"139,511",0,"139,511"
Pauline & Paulette,2001,"139,493",0,"139,493"
The Impossible Mrs. Bellew,1922,"139,455",0,"139,455"
Penrod,1922,"139,450",0,"139,450"
Reinas,2005,"139,439",0,"139,439"
The Promiscuous Sex,1967,"139,300",0,"139,300"
Burden,2018,"139,270",0,"139,270"
Men of Respect,1990,"139,155",0,"139,155"
Rangeelay,2013,"139,074",0,"139,074"
Tae-poong,2005,"139,004",0,"139,004"
The Man Who Saw Tomorrow,1922,"138,947",0,"138,947"
Bir Zamanlar Anadolu'da,2011,"138,730",0,"138,730"
Van Gogh,1991,"138,720",0,"138,720"
The Alibi,2006,0,"138,704","138,704"
Modulations,1998,"138,425",0,"138,425"
Histoires d'hiver,1999,"138,411",0,"138,411"
High Tide,1987,"138,288",0,"138,288"
Brooklyn Lobster,2005,"138,267",0,"138,267"
Atlantis,1991/I,"138,000",0,"138,000"
The Last Five Years,2014,"137,945",0,"137,945"
Jag är Ingrid,2015,"137,927",0,"137,927"
The Congress,2013,"137,815",0,"137,815"
Listen Up Philip,2014,"137,600",0,"137,600"
Mistaken for Strangers,2013,"137,460",0,"137,460"
The Weathered Underground,2010,"137,405",0,"137,405"
Ha-Hesder,2000,"137,340",0,"137,340"
The Whole Wide World,1996,"136,933",0,"136,933"
Haven,2004/I,"136,823",0,"136,823"
"Faith, Hope & Love",2019,"136,817",0,"136,817"
Good Ol' Freda,2013,"136,742",0,"136,742"
Severance,2006,"136,432",0,"136,432"
Cameron's Closet,1988,"136,203",0,"136,203"
Love Your Mama,1990,"136,175",0,"136,175"
Sai de ke · ba lai: Tai yang qi,2011,"136,166",0,"136,166"
La fille seule,1995,"136,153",0,"136,153"
Seumool,2015,"136,125",0,"136,125"
The Flying Scotsman,2006,"136,074",0,"136,074"
Close My Eyes,1991,"135,893",0,"135,893"
What the Bleep!?: Down the Rabbit Hole,2006,"135,706",0,"135,706"
Little Joe,2019,"21,882","113,820","135,702"
The Kind Words,2015,"135,382",0,"135,382"
The Cherry Orchard,1999,"135,280",0,"135,280"
Papa: Hemingway in Cuba,2015,"135,200",0,"135,200"
Tumbledown,2015,"135,026",0,"135,026"
No Place to Hide,1992,"135,004",0,"135,004"
Sa jiao nu ren zui hao ming,2014,"135,002",0,"135,002"
Labios rojos,2011,"134,906",0,"134,906"
Love Ranch,2010,"134,904",0,"134,904"
Gamitan,2002,0,"134,875","134,875"
Restless Creature: Wendy Whelan,2016,"134,717",0,"134,717"
Jugeodo Doeneun Ai,2022,"134,716",0,"134,716"
Avec amour et acharnement,2022,"134,544",0,"134,544"
Dancing in Jaffa,2013,"134,484",0,"134,484"
Battle of the Damned,2013,0,"134,452","134,452"
Coeurs,2006,"134,240",0,"134,240"
Ism,2016,"134,166",0,"134,166"
The Fourth Angel,2001,0,"134,160","134,160"
The Times of Bill Cunningham,2018,"134,099",0,"134,099"
Gabby Giffords Won't Back Down,2022,"134,098",0,"134,098"
The Other Dream Team,2012,"133,778",0,"133,778"
120 battements par minute,2017,"125,189","8,566","133,755"
Liebestraum,1991,"133,645",0,"133,645"
Evangerion shin gekijôban: Ha,2009,"133,640",0,"133,640"
Beautiful Boxer,2004,"133,473",0,"133,473"
Shooting Porn,1997,"133,048",0,"133,048"
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It All",2017,"133,006",0,"133,006"
Björk: Biophilia Live,2014,"132,949",0,"132,949"
Konvert,2017,0,"132,937","132,937"
The List,2007/I,"132,863",0,"132,863"
Under the Shadow,2016,"30,999","101,424","132,423"
Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,2013,"132,409",0,"132,409"
The Eclipse,2009,"132,390",0,"132,390"
When Brendan Met Trudy,2000,"132,384",0,"132,384"
Dawson City: Frozen Time,2016,"132,369",0,"132,369"
The Devil Came on Horseback,2007,"132,309",0,"132,309"
Redwood Highway,2013,"132,297",0,"132,297"
Manglehorn,2014,"132,075",0,"132,075"
How to Survive a Plague,2012,"132,055",0,"132,055"
Stoked: The Rise and Fall of Gator,2002,"131,712",0,"131,712"
Edmond,2005,"131,617",0,"131,617"
Touchez pas au grisbi,1954,"131,548",0,"131,548"
Sidewalk Stories,1989,"131,433",0,"131,433"
Kumaré,2011,"131,417",0,"131,417"
El retorno de Walpurgis,1973,0,"131,264","131,264"
Chal Mere Bhai,2000,"131,137",0,"131,137"
Raja Natwarlal,2014,"131,105",0,"131,105"
Robot Stories,2003,"131,029",0,"131,029"
Zhi zi hua kai,2015,"131,007",0,"131,007"
Cidade Baixa,2005,"130,578",0,"130,578"
Matroni et moi,1999,"130,572",0,"130,572"
Hold Me Thrill Me Kiss Me,1992,"130,377",0,"130,377"
Shik,2003,0,"130,279","130,279"
Une nouvelle amie,2014,"130,265",0,"130,265"
4 Little Girls,1997,"130,146",0,"130,146"
Dough and Dynamite,1914,"130,000",0,"130,000"
Mischief Night,2013,"130,000",0,"130,000"
More to Be Pitied Than Scorned,1922,"130,000",0,"130,000"
Colma: The Musical,2006,"129,974",0,"129,974"
Deep Blue,2003,"129,854",0,"129,854"
Tomboy,2011,"129,834",0,"129,834"
Martians Go Home,1989,"129,778",0,"129,778"
Mississippi Grind,2015,"129,747",0,"129,747"
Pay Day,1922/I,"129,550",0,"129,550"
Moka,2016,"129,547",0,"129,547"
Be Here to Love Me: A Film About Townes Van Zandt,2004,"129,424",0,"129,424"
Dil Jo Bhi Kahey...,2005,"129,319",0,"129,319"
Crackers,1984,"129,268",0,"129,268"
Fados,2007,"129,150",0,"129,150"
Appurushîdo,2004,"129,135",0,"129,135"
Yi ge ren de wu lin,2014,"129,115",0,"129,115"
Tokyo Goddofazazu,2003,"128,985",0,"128,985"
Tau ming chong,2007,"128,978",0,"128,978"
The Zoya Factor,2019,"128,831",0,"128,831"
The Groomsmen,2006,"128,585",0,"128,585"
The Loneliest Planet,2011,"128,519",0,"128,519"
Eating Animals,2017,"128,503",0,"128,503"
Joheunnom nabbeunnom isanghannom,2008,"128,486",0,"128,486"
Ang-ma-reul bo-at-da,2010,"128,392",0,"128,392"
Hounddog,2007,"128,092",0,"128,092"
City of Ghosts,2017,"128,015",0,"128,015"
Cop Car,2015,"128,002",0,"128,002"
Joker,2012,"127,954",0,"127,954"
Stonewall Uprising,2010,"127,940",0,"127,940"
Knockout,2000/I,"127,891",0,"127,891"
Du zhan,2012,"127,877",0,"127,877"
Game,2011/I,"127,759",0,"127,759"
Gore Vidal: The United States of Amnesia,2013,"127,743",0,"127,743"
5x2,2004,"127,692",0,"127,692"
Vozvrashchenie Buratino,2013,0,"127,568","127,568"
P'tit con,1984,"127,426",0,"127,426"
Hustler White,1996,"127,251",0,"127,251"
The Wendell Baker Story,2005,"127,144",0,"127,144"
Dig!,2004,"127,067",0,"127,067"
The Giant of Thunder Mountain,1991,"126,911",0,"126,911"
Earth: One Amazing Day,2017,"81,345","45,480","126,825"
Americanizing Shelley,2007,"126,403",0,"126,403"
...E tu vivrai nel terrore! L'aldilà,1981,"126,387",0,"126,387"
GameStop: Rise of the Players,2022,"126,297",0,"126,297"
Police Academy: Mission to Moscow,1994,"126,247",0,"126,247"
Fay Grim,2006,"126,242",0,"126,242"
Matando Cabos,2004,"126,132",0,"126,132"
Baran,2001,"125,900",0,"125,900"
A Band Called Death,2012,"125,856",0,"125,856"
Le jeune Karl Marx,2017,"125,752",0,"125,752"
Le battement d'ailes du papillon,2000,"125,717",0,"125,717"
Europa Report,2013,"125,687",0,"125,687"
O Fantasma,2000,"125,651",0,"125,651"
Gaby: A True Story,1987,"125,400",0,"125,400"
The Night Flier,1997,"125,397",0,"125,397"
Tokyo Pop,1988,"125,345",0,"125,345"
The B-Side: Elsa Dorfman's Portrait Photography,2016,"125,227",0,"125,227"
Stereotype,2013,"125,000",0,"125,000"
Vengo,2000,"124,994",0,"124,994"
La boîte,2001,0,"124,941","124,941"
The In Crowd,1988,"124,880",0,"124,880"
"Lovely, Still",2008,"124,720",0,"124,720"
Oleanna,1994,"124,693",0,"124,693"
Six-String Samurai,1998,"124,494",0,"124,494"
"Få meg på, for faen",2011,"124,443",0,"124,443"
Unknown White Male,2005,"124,414",0,"124,414"
The First Saturday in May,2007,"124,294",0,"124,294"
Al midan,2013,"124,244",0,"124,244"
Fukrey,2013,"124,221",0,"124,221"
Les saisons,2015,"119,091","5,114","124,205"
Undertow,2004,"124,171",0,"124,171"
"Rita, Sue and Bob Too",1987,"124,167",0,"124,167"
An Honest Liar,2014,"124,031",0,"124,031"
The Djinn,2021,"124,010",0,"124,010"
Tonkô,1988,"123,959",0,"123,959"
The Masked Saint,2016,"123,777",0,"123,777"
Chop Shop,2007,"123,731",0,"123,731"
My New Gun,1992,"123,587",0,"123,587"
Eureka,1983,"123,572",0,"123,572"
There Goes My Baby,1994,"123,509",0,"123,509"
Porte aperte,1990,"123,470",0,"123,470"
Falstaff (Chimes at Midnight),1965,"123,398",0,"123,398"
Flannel Pajamas,2006,"123,301",0,"123,301"
Pan Jin Lian zhi qian shi jin sheng,1989,"123,254",0,"123,254"
Be Natural: The Untold Story of Alice Guy-Blaché,2018,"114,753","8,014","122,767"
The Kingmaker,2019,"122,587",0,"122,587"
Americons,2017,"122,410",0,"122,410"
Elsker dig for evigt,2002,"122,308",0,"122,308"
Lost and Found in Armenia,2012,"122,305",0,"122,305"
Make Your Move,2013,"122,293",0,"122,293"
The Force,2017,"122,207",0,"122,207"
Ha-Sodot,2007,"122,094",0,"122,094"
God Bless America,2011,"122,029",0,"122,029"
Inni,2011,"122,009",0,"122,009"
People I Know,2002,"121,972",0,"121,972"
The Proposition,1998,"121,875",0,"121,875"
All or Nothing,2002,"121,756",0,"121,756"
For the Moment,1993,"121,548",0,"121,548"
Inside Monkey Zetterland,1992,"121,475",0,"121,475"
The Punk Singer,2013,"121,418",0,"121,418"
13 Tzameti,2005,"121,390",0,"121,390"
Hinokio,2005,0,"121,296","121,296"
Afflicted,2013,"121,179",0,"121,179"
Lila dit ça,2004,"121,166",0,"121,166"
Blood Brother,2013,"121,160",0,"121,160"
Boulevard,2014,"121,150",0,"121,150"
Oligarkh,2002,"121,016",0,"121,016"
Lucky Break,1994,"121,002",0,"121,002"
Jocks,1986,"120,808",0,"120,808"
Miss Sharon Jones!,2015,"120,770",0,"120,770"
David & Layla,2005,"120,750",0,"120,750"
Free Trip to Egypt,2019,"120,676",0,"120,676"
Lost Boys of Sudan,2003,"120,651",0,"120,651"
Watch It,1993,"120,623",0,"120,623"
It's All Gone Pete Tong,2004,"120,620",0,"120,620"
Examined Life,2008,"120,555",0,"120,555"
Brown Bread Sandwiches,1989,"120,513",0,"120,513"
9/11,2017,"120,500",0,"120,500"
Sons of Provo,2004,"120,488",0,"120,488"
Hockney,2014,"120,391",0,"120,391"
Cremaster 3,2002,"120,308",0,"120,308"
Howard Zinn: You Can't Be Neutral on a Moving Train,2004,"120,250",0,"120,250"
Walking with Herb,2021,"120,226",0,"120,226"
"War Eagle, Arkansas",2007,"120,177",0,"120,177"
Till Human Voices Wake Us,2002,"120,079",0,"120,079"
Spark: A Burning Man Story,2013,"120,059",0,"120,059"
Trust,2010/I,"120,016",0,"120,016"
The 12 Day Smile,2011,"120,000",0,"120,000"
The Road,2011/III,"120,000",0,"120,000"
ABCD,1999,"120,000",0,"120,000"
Iklimler,2006,"119,958",0,"119,958"
An,2015,"119,949",0,"119,949"
Nanjing! Nanjing!,2009,"119,922",0,"119,922"
Bel Ami,2012,"119,919",0,"119,919"
Crazy Love,1987,"119,919",0,"119,919"
Stolen Summer,2002,"119,841",0,"119,841"
Cowgirls 'n Angels,2012,"119,782",0,"119,782"
The Last Mountain,2011,"119,697",0,"119,697"
The Forgiveness of Blood,2011,"119,683",0,"119,683"
Les bien-aimés,2011,"119,608",0,"119,608"
Until the Light Takes Us,2008,"119,601",0,"119,601"
Were the World Mine,2008,"119,563",0,"119,563"
Rishtey,2002,"119,537",0,"119,537"
Citizen K,2019,"119,466",0,"119,466"
Come Early Morning,2006,"119,452",0,"119,452"
"Papá, soy una zombi",2011,0,"119,440","119,440"
The Loss of a Teardrop Diamond,2008,"119,382",0,"119,382"
Pei an dong ni du guo man chang sui yue,2015,"119,376",0,"119,376"
Digging for Fire,2015,"119,364",0,"119,364"
Het paard van Sinterklaas,2005,0,"119,264","119,264"
The Education of Little Tree,1997,"119,254",0,"119,254"
Gwi-hyang,2016,"119,113",0,"119,113"
Rekopis znaleziony w Saragossie,1965,"118,971",0,"118,971"
Gamle mænd i nye biler,2002,0,"118,967","118,967"
Valley of the Heart's Delight,2006,"118,666",0,"118,666"
Z for Zachariah,2015,"118,483",0,"118,483"
Remember the Goal,2016,"118,467",0,"118,467"
Yin bao zhe,2017,"118,384",0,"118,384"
Buena Vista Social Club: Adios,2017,"118,253",0,"118,253"
Consuming Passions,1988,"118,206",0,"118,206"
Home Movie,2001,"118,022",0,"118,022"
Under Two Flags,1922,"118,000",0,"118,000"
Le temps qui reste,2005,"117,581",0,"117,581"
Les amants du Pont-Neuf,1991,"117,569",0,"117,569"
Fidel,2001,"117,481",0,"117,481"
Laws of Gravity,1992,"117,480",0,"117,480"
The Big Picture,1989,"117,463",0,"117,463"
Storm Surfers 3D,2012,"117,090",0,"117,090"
Cool Crime,1999,"117,000",0,"117,000"
Monster from the Ocean Floor,1954,"117,000",0,"117,000"
"Love, Sex and Eating the Bones",2003,"116,869",0,"116,869"
Ressources humaines,1999,"116,866",0,"116,866"
"Sick: The Life & Death of Bob Flanagan, Supermasochist",1997,"116,806",0,"116,806"
L'uomo delle stelle,1995,"116,797",0,"116,797"
Sib,1998,"116,758",0,"116,758"
Otesánek,2000,"116,710",0,"116,710"
Cow-Boy,2007,0,"116,686","116,686"
Slaughter Creek,2011,"116,487",0,"116,487"
Kaboom,2010,"116,478",0,"116,478"
5 to 7,2014,"116,400",0,"116,400"
How to Talk to Girls at Parties,2017,"84,809","31,582","116,391"
Yossi,2012,"116,207",0,"116,207"
Lan Yu,2001,"116,192",0,"116,192"
Blank City,2010,"116,037",0,"116,037"
The End of Innocence,1990,"115,983",0,"115,983"
Avaze gonjeshk-ha,2008,"115,927",0,"115,927"
Don't Think I've Forgotten: Cambodia's Lost Rock & Roll,2014,"115,871",0,"115,871"
The Greatest,2009,"115,862",0,"115,862"
Bank Robber,1993,"115,842",0,"115,842"
Just 45 Minutes from Broadway,2012,"115,771",0,"115,771"
The Other End of the Line,2008,"115,504",0,"115,504"
Loggerheads,2005,"115,314",0,"115,314"
Shakes the Clown,1991,"115,103",0,"115,103"
Tricks of the Trade,1968,"115,000",0,"115,000"
"Bloed, Zweet & Tranen",2015,0,"114,997","114,997"
Roadgames,1981,0,"114,915","114,915"
Caged No More,2016,"114,903",0,"114,903"
Ljubav i drugi zlocini,2008,0,"114,745","114,745"
Last Resort,2000,"114,657",0,"114,657"
Fuocoammare,2016,"114,535",0,"114,535"
Guncrazy,1992,"114,516",0,"114,516"
Our Leading Citizen,1922,"114,500",0,"114,500"
Sir! No Sir!,2005,"114,281",0,"114,281"
Beware of Mr. Baker,2012,"114,271",0,"114,271"
Hanna K.,1983,"114,247",0,"114,247"
Raye makhfi,2001,"114,183",0,"114,183"
Eva Hesse,2016,"114,105",0,"114,105"
The Masquerader,1922,"114,000",0,"114,000"
Bodied,2017,"113,956",0,"113,956"
Foreign Student,1994,"113,727",0,"113,727"
The Proprietor,1996,"113,649",0,"113,649"
Sound and Fury,2000,"113,512",0,"113,512"
L'humanité,1999,"113,495",0,"113,495"
Rudolph the Red-Nosed Reindeer: The Movie,1998,"113,484",0,"113,484"
Fever Pitch,1997,"113,384",0,"113,384"
Heart of Midnight,1988,"113,275",0,"113,275"
Gentlemen Broncos,2009,"113,155",0,"113,155"
Stomp! Shout! Scream!,2005,"113,132",0,"113,132"
Libertador,2013,"113,067",0,"113,067"
Wilt,1990,"113,014",0,"113,014"
Turn to the Right,1922,"113,000",0,"113,000"
Élisa,1995,"112,968",0,"112,968"
Love Child,1982,"112,940",0,"112,940"
I Am a Sex Addict,2005,"112,874",0,"112,874"
Green Card Fever,2003,"112,746",0,"112,746"
Ma Loute,2016,"112,621",0,"112,621"
Hope Gap,2019,"104,732","7,832","112,564"
Intervista,1987,"112,560",0,"112,560"
Lisa Picard Is Famous,2000,"112,521",0,"112,521"
Everybody Says I'm Fine!,2001,0,"112,500","112,500"
La femme du Vème,2011,"112,498",0,"112,498"
Kongens nei,2016,"112,443",0,"112,443"
The Journey,2002,"112,360",0,"112,360"
Bamako,2006,"112,351",0,"112,351"
Killing Kasztner,2008,"112,313",0,"112,313"
Biggles,1986,"112,132",0,"112,132"
La loi du marché,2015,"112,061",0,"112,061"
Marwencol,2010,"112,036",0,"112,036"
Hibla,2002,0,"112,023","112,023"
Stars and Bars,1988,"111,987",0,"111,987"
Posle tebya,2016,0,"111,974","111,974"
The Producers,1967,"111,866",0,"111,866"
Marie Baie des Anges,1997,"111,765",0,"111,765"
Torrents of Spring,1989,"111,747",0,"111,747"
Victor,2015/II,"111,594",0,"111,594"
Neal 'N' Nikki,2005,"111,551",0,"111,551"
War Dance,2007,"111,469",0,"111,469"
Manda Bala (Send a Bullet),2007,"111,444",0,"111,444"
Handcart,2002,"111,406",0,"111,406"
Games People Play,2004,"111,336",0,"111,336"
La demoiselle d'honneur,2004,"111,143",0,"111,143"
The Price of Milk,2000,"111,124",0,"111,124"
Hotel de Love,1996,"111,106",0,"111,106"
J'ai pas sommeil,1994,"111,015",0,"111,015"
Small Engine Repair,2021,"110,995",0,"110,995"
Lune de miel,1985,"110,995",0,"110,995"
Medicine for Melancholy,2008,"110,869",0,"110,869"
Satree lek,2000,"110,825",0,"110,825"
The Woman Chaser,1999,"110,720",0,"110,720"
Mistérios de Lisboa,2010,"110,507",0,"110,507"
Together Alone,1991,"110,505",0,"110,505"
Kippur,2000,"110,281",0,"110,281"
The Obama Effect,2012,"110,251",0,"110,251"
Bran Nue Dae,2009,"110,029",0,"110,029"
Dinner Rush,2000,"110,000",0,"110,000"
Kaptaan,2016,"109,993",0,"109,993"
"Hale County This Morning, This Evening",2018,"109,982",0,"109,982"
Hyeomnyeo: Kar-ui gi-eok,2015,"109,972",0,"109,972"
Follow Me: The Yoni Netanyahu Story,2012,"109,762",0,"109,762"
Spinning Plates,2012,"109,757",0,"109,757"
Gekijouban Ano hi mita hana no namae wo bokutachi wa mada shiranai.,2013,"109,630",0,"109,630"
Daddy and the Muscle Academy,1991,"109,513",0,"109,513"
"Angelo, Frédo et Roméo",1996,"109,509",0,"109,509"
Time Is Illmatic,2014,"109,300",0,"109,300"
Karlsson på taket,2002,0,"109,290","109,290"
Giorni e nuvole,2007,"109,269",0,"109,269"
