name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Les cowboys,2015,"73,725",0,"73,725"
War Pigs,2015,0,"73,701","73,701"
Fort McCoy,2011,"73,678",0,"73,678"
Road,2002,"73,636",0,"73,636"
Six Dance Lessons in Six Weeks,2014,"73,613",0,"73,613"
Pump!,2014,"73,500",0,"73,500"
Phoebe in Wonderland,2008,"73,361",0,"73,361"
Rams,2015,"73,278",0,"73,278"
Language Lessons,2021,"73,257",0,"73,257"
Te Ata,2016,"73,236",0,"73,236"
Prodigal Sons,2008,"73,213",0,"73,213"
Enemies of the People,2009,"73,171",0,"73,171"
Batkid Begins,2015,"73,002",0,"73,002"
Der neunte Tag,2004,"72,888",0,"72,888"
The Killing of Two Lovers,2020,"72,870",0,"72,870"
The Wind in the Willows,1996,"72,844",0,"72,844"
Reconstruction,2003,"72,762",0,"72,762"
Icarus,2010/I,0,"72,643","72,643"
Buster's Mal Heart,2016,"72,622",0,"72,622"
Roseanna's Grave,1997,"72,588",0,"72,588"
Snake Eyes,1993,"72,495",0,"72,495"
A Four Letter Word,2007,"72,348",0,"72,348"
Better Living Through Chemistry,2014,"72,273",0,"72,273"
Dorian Blues,2004,"72,234",0,"72,234"
No One Lives,2012,"72,140",0,"72,140"
Les adieux à la reine,2012,"72,100",0,"72,100"
Cet amour-là,2001,"72,036",0,"72,036"
Chimmie Fadden Out West,1915,"72,036",0,"72,036"
Mauvais esprit,2003,0,"72,000","72,000"
The Theory of Flight,1998,"71,999",0,"71,999"
The Invisible War,2012,"71,968",0,"71,968"
Après mai,2012,"71,921",0,"71,921"
Qin song,1996,"71,906",0,"71,906"
Eye of the Dolphin,2006,"71,904",0,"71,904"
Raiders,2014,"71,877",0,"71,877"
Sione's Wedding,2006,"71,840",0,"71,840"
Kanzô sensei,1998,"71,832",0,"71,832"
New Suit,2002,"71,743",0,"71,743"
"Je t'aime, je t'aime",1968,"71,717",0,"71,717"
Body of War,2007,"71,716",0,"71,716"
Come Away Home,2005,"71,598",0,"71,598"
Herman U.S.A.,2001,"71,509",0,"71,509"
More Than Honey,2012,"71,497",0,"71,497"
Air Guitar Nation,2006,"71,471",0,"71,471"
La tregua,1997,"71,448",0,"71,448"
Sinterklaas en het geheim van het grote boek,2008,0,"71,436","71,436"
Saathiya,2002,"71,400",0,"71,400"
Marquise,1997,"71,384",0,"71,384"
A Troll in Central Park,1994,"71,368",0,"71,368"
Dummy,2002,"71,305",0,"71,305"
Lü cao di,2005,"71,223",0,"71,223"
Pray: The Story of Patrick Peyton,2020,"71,205",0,"71,205"
Detachment,2011,"71,177",0,"71,177"
Freedom on My Mind,1994,"71,176",0,"71,176"
Plump Fiction,1997,"71,145",0,"71,145"
Rosencrantz and Guildenstern Are Undead,2009,"71,007",0,"71,007"
It Runs in the Family,1994,"70,936",0,"70,936"
Butter,2011,"70,931",0,"70,931"
Batalla en el cielo,2005,"70,899",0,"70,899"
Colour Me Kubrick: A True...ish Story,2005,"70,677",0,"70,677"
Seasons of Gray,2013,"70,600",0,"70,600"
Snipes,2001,"70,569",0,"70,569"
Crossing the Bridge: The Sound of Istanbul,2005,"70,535",0,"70,535"
Eulogy,2004,"70,527",0,"70,527"
On the Ice,2011,"70,526",0,"70,526"
Ma mère,2004,"70,395",0,"70,395"
Visitors,2013,"70,367",0,"70,367"
December Bride,1991,"70,298",0,"70,298"
How to Build a Girl,2019,"70,237",0,"70,237"
Cavite,2005,"70,071",0,"70,071"
Norman Lear: Just Another Version of You,2016,"70,056",0,"70,056"
San shao ye de jian,2016,"70,031",0,"70,031"
Un héros très discret,1996,"69,977",0,"69,977"
Ritânâ,2002,"69,886",0,"69,886"
The Secret Adventures of Tom Thumb,1993,"69,870",0,"69,870"
Turn It Around: The Story of East Bay Punk,2017,"69,787",0,"69,787"
Manic,2001,"69,716",0,"69,716"
Desperate Remedies,1993,"69,695",0,"69,695"
Stiff Upper Lips,1998,"69,582",0,"69,582"
Made in America,2008,"69,562",0,"69,562"
Le septième ciel,1997,"69,514",0,"69,514"
Hard Luck Love Song,2020,"69,496",0,"69,496"
Loving Jezebel,1999,"69,470",0,"69,470"
Parchi,2018,"69,431",0,"69,431"
The Business of Being Born,2008,"69,348",0,"69,348"
La siciliana ribelle,2008,"69,308",0,"69,308"
Le meraviglie,2014,"69,236",0,"69,236"
Ku jing guai tan,1999,"69,225",0,"69,225"
Ethereal Everlasting,2011,"69,155",0,"69,155"
Behind the Mask: The Rise of Leslie Vernon,2006,"69,136",0,"69,136"
Zoo,2007,"69,032",0,"69,032"
World and Time Enough,1994,"69,003",0,"69,003"
Puncture,2011,"67,071","1,874","68,945"
My Entire High School Sinking Into the Sea,2016,"68,883",0,"68,883"
Coherence,2013,"68,877",0,"68,877"
3 Generations,2015,"68,852",0,"68,852"
Outside In,2017,"68,697",0,"68,697"
Mugamoodi,2012,"68,677",0,"68,677"
Klovn: The Movie,2010,"68,559",0,"68,559"
The Arab,1915,"68,527",0,"68,527"
La conquête,2011,"68,479",0,"68,479"
Les filles ne savent pas nager,2000,"68,460",0,"68,460"
White on Rice,2009,"68,410",0,"68,410"
Budrus,2009,"68,353",0,"68,353"
2012: Time for Change,2010,"68,339",0,"68,339"
Until Forever,2016,"68,240",0,"68,240"
Sanxia haoren,2006,"68,236",0,"68,236"
Strange Powers: Stephin Merritt and the Magnetic Fields,2010,"68,094",0,"68,094"
Leaves of Grass,2009,"68,009",0,"68,009"
Inconscientes,2004,"67,988",0,"67,988"
