name,year,Domestic Gross,Overseas Gross,Worldwide Gross
New Best Friend,2002,"28,658",0,"28,658"
Extraordinary Mission,2017,"28,649",0,"28,649"
The Edge of Love,2008,"28,635",0,"28,635"
The Last Lullaby,2008,"28,631",0,"28,631"
My Brother,2006,"28,613",0,"28,613"
The PianoTuner of EarthQuakes,2005,"28,605",0,"28,605"
Side by Side,2012,"28,592",0,"28,592"
Explicit Ills,2008,"28,564",0,"28,564"
American Swing,2008,"28,562",0,"28,562"
La piscine,1969,"28,550",0,"28,550"
Jigoku de naze warui,2013,"28,534",0,"28,534"
Signature Move,2017,"28,520",0,"28,520"
King Cobra,2016,"28,505",0,"28,505"
P.S. Your Cat Is Dead!,2002,"28,454",0,"28,454"
The Best Democracy Money Can Buy,2016,"28,451",0,"28,451"
Long Shot: The Kevin Laue Story,2012,"28,449",0,"28,449"
Qing shao nian nuo zha,1992,"28,422",0,"28,422"
Fanfan la Tulipe,2003,"28,419",0,"28,419"
"Rabin, the Last Day",2015,"28,411",0,"28,411"
Zus & zo,2001,"28,397",0,"28,397"
Mothers and Daughters,2016,"28,368",0,"28,368"
Valley of Love,2015,"28,289",0,"28,289"
The We and the I,2012,"28,254",0,"28,254"
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2010,"28,200",0,"28,200"
Garbo: El espía,2009,"28,195",0,"28,195"
Männer wie wir,2004,"28,194",0,"28,194"
Kang rinpoche,2015,"28,184",0,"28,184"
Troublemakers: The Story of Land Art,2015,"28,140",0,"28,140"
Pour une femme,2013,"28,131",0,"28,131"
39 Pounds of Love,2005,"28,125",0,"28,125"
En häxa i familjen,2000,0,"28,116","28,116"
Beneath the Harvest Sky,2013,"28,116",0,"28,116"
Heftig og begeistret,2001,"28,099",0,"28,099"
Pardé,2013,"28,098",0,"28,098"
Eternal,2004,"28,089",0,"28,089"
The Cut,2014/I,"28,066",0,"28,066"
Match,2014,"28,041",0,"28,041"
Superstar in a Housedress,2004,"28,032",0,"28,032"
Least Among Saints,2012,"28,026",0,"28,026"
Brimstone & Glory,2017,"28,023",0,"28,023"
Poesía Sin Fin,2016,"28,000",0,"28,000"
En sång för Martin,2001,"27,983",0,"27,983"
Brief Interviews with Hideous Men,2009,"27,935",0,"27,935"
Sacrifice,2011/I,"27,899",0,"27,899"
Teen Witch,1989,"27,843",0,"27,843"
Bamui haebyun-eoseo honja,2017,"27,811",0,"27,811"
Dealt,2017,"27,801",0,"27,801"
Ak-Nyeo,2017,"27,741",0,"27,741"
Barenaked in America,1999,"27,714",0,"27,714"
Killing Season,2013,"27,713",0,"27,713"
"Like Sunday, Like Rain",2014,"27,623",0,"27,623"
Une pour toutes,1999,"27,600",0,"27,600"
La región salvaje,2016,"27,593",0,"27,593"
"Noordzee, Texas",2011,"27,578",0,"27,578"
A Foreign Affair,2003,"27,516",0,"27,516"
Le roi et l'oiseau,1980,"27,513",0,"27,513"
The Ambassador,2011,"27,503",0,"27,503"
Le crime de Monsieur Lange,1936,"27,474",0,"27,474"
Salvation Boulevard,2011,"27,445",0,"27,445"
The Windmill Movie,2008,"27,390",0,"27,390"
Little Fugitive,1953,"27,373",0,"27,373"
Nowhere,1997,"27,354",0,"27,354"
Who Gets to Call It Art?,2006,"27,344",0,"27,344"
Mary Jane's Not a Virgin Anymore,1998,"27,323",0,"27,323"
Pelé: Birth of a Legend,2016,"27,312",0,"27,312"
WMD: Weapons of Mass Deception,2004,"27,301",0,"27,301"
Lbs.,2004,"27,301",0,"27,301"
The Neon Bible,1995,"27,274",0,"27,274"
You've Been Trumped,2011,"27,210",0,"27,210"
Ritratto di borghesia in nero,1978,"27,182",0,"27,182"
You Talkin' to Me?,1987,"27,174",0,"27,174"
The Keeping Room,2014,"27,166",0,"27,166"
King of the Jungle,2000,"27,161",0,"27,161"
Tamo i ovde,2009,"27,156",0,"27,156"
Going to Press,1942,"27,116",0,"27,116"
La bestia nel cuore,2005,"27,105",0,"27,105"
"Leaving Home, Coming Home: A Portrait of Robert Frank",2004,"27,073",0,"27,073"
Dog Daze,1939,"27,066",0,"27,066"
Redemption Road,2010,"27,012",0,"27,012"
Wedding Bell Blues,1996,"27,000",0,"27,000"
The Territory,2022,"26,216",777,"26,993"
The Day Shall Come,2019,"26,972",0,"26,972"
Finding North,1998,"26,909",0,"26,909"
La sirène du Mississipi,1969,"26,893",0,"26,893"
Ribbons,2016,"26,872",0,"26,872"
Southpaw: The Francis Barrett Story,1999,"26,822",0,"26,822"
Le diable probablement,1977,"26,816",0,"26,816"
An Acceptable Loss,2018,"26,804",0,"26,804"
La chinoise,1967,"26,803",0,"26,803"
Le quai des brumes,1938,"26,765",0,"26,765"
Khiladi 420,2000,"26,731",0,"26,731"
30 Years of Garbage: The Garbage Pail Kids Story,2017,"26,715",0,"26,715"
Catherine's Grove,1997,"26,641",0,"26,641"
Peace Officer,2015,"26,632",0,"26,632"
Laissez-passer,2002,"26,617",0,"26,617"
Auto Antics,1939,"26,564",0,"26,564"
José,2018,"26,563",0,"26,563"
Unlocking the Cage,2016,"26,560",0,"26,560"
All the Little Animals,1998,"26,558",0,"26,558"
The Exiles,1961,"26,517",0,"26,517"
Engkwentro,2009,"26,515",0,"26,515"
The Souvenir: Part II,2021,"26,485",0,"26,485"
Earth Days,2009,"26,484",0,"26,484"
Khosla Ka Ghosla!,2006,"26,472",0,"26,472"
Here,2012/I,"26,464",0,"26,464"
Love & Taxes,2015,"26,414",0,"26,414"
Crime + Punishment in Suburbia,2000,"26,394",0,"26,394"
The Daughter,2015,"26,376",0,"26,376"
Party Fever,1938,"26,366",0,"26,366"
Boi Neon,2015,"26,353",0,"26,353"
Eight Days a Week,1997,"26,347",0,"26,347"
The Sweeney,2012,"26,345",0,"26,345"
Broadway Idiot,2013,"26,311",0,"26,311"
Front Cover,2015,"26,305",0,"26,305"
After School Special,2003,"26,300",0,"26,300"
The Frog Prince,1985,"26,298",0,"26,298"
Kill List,2011,"26,297",0,"26,297"
Nocturama,2016,"26,291",0,"26,291"
Donnybrook,2018,"26,284",0,"26,284"
Two Bits,1995,"26,282",0,"26,282"
Don't Lie,1942,"26,274",0,"26,274"
Bolivia,1999,"26,272",0,"26,272"
Sparks - The Ken Sparks Story,2022,"26,245",0,"26,245"
October Country,2009,"26,185",0,"26,185"
The Dukes,2007,"26,157",0,"26,157"
The Night,2020,"26,136",0,"26,136"
Eban and Charley,2000,"26,114",0,"26,114"
Jane's Journey,2010,"26,107",0,"26,107"
Hitler's Children,2011,"26,083",0,"26,083"
Snow Cake,2006,"26,014",0,"26,014"
Nathalie...,2003,"26,013",0,"26,013"
The Garden,2008/I,"26,012",0,"26,012"
Universal Squadrons,2011,"26,000",0,"26,000"
Bronx Gothic,2017,"25,997",0,"25,997"
The Eschatrilogy: Book of the Dead,2012,0,"25,990","25,990"
The Eyes of My Mother,2016,"25,981",0,"25,981"
Sembene!,2015,"25,947",0,"25,947"
Fabled,2002,"25,918",0,"25,918"
A Kid Like Jake,2018,"25,905",0,"25,905"
Brodeuses,2004,"25,880",0,"25,880"
"Marti, dupã Crãciun",2010,"25,866",0,"25,866"
Caesar and Otto's Summer Camp Massacre,2009,"25,844",0,"25,844"
La troisième partie du monde,2008,0,"25,831","25,831"
The Boondock Saints,1999,"25,812",0,"25,812"
Ping Pong Summer,2014,"25,781",0,"25,781"
Deokhyeongju,2016,"25,753",0,"25,753"
Through the Fire,2005,"25,752",0,"25,752"
Radio Dreams,2016,"25,732",0,"25,732"
The Booksellers,2019,"25,694",0,"25,694"
The Old Dark House,1932,"25,678",0,"25,678"
Chevalier,2015,"25,676",0,"25,676"
Jiminy Glick in Lalawood,2004,"25,660",0,"25,660"
Best Laid Plans,1999,"25,651",0,"25,651"
Arlen Faber,2009,"25,589",0,"25,589"
Te doy mis ojos,2003,"25,578",0,"25,578"
Naked Boys Singing!,2007,"25,526",0,"25,526"
Beed-e majnoon,2005,"25,525",0,"25,525"
Vampire Hunter D: Bloodlust,2000,"25,521",0,"25,521"
Waiting for Forever,2010,"25,517",0,"25,517"
El Angel,2018,"25,473",0,"25,473"
Werckmeister harmóniák,2000,"25,461",0,"25,461"
Mr. Right,2015/I,"25,369",0,"25,369"
Henri Cartier-Bresson - Biographie eines Blicks,2003,"25,347",0,"25,347"
Dian tang lang,1980,"25,309",0,"25,309"
Avant que j'oublie,2007,"25,209",0,"25,209"
The Worst Movie Ever!,2011,"25,206",0,"25,206"
Drivers Wanted,2005,"25,189",0,"25,189"
Tiger Eyes,2012,"25,163",0,"25,163"
Serious Moonlight,2009,"25,137",0,"25,137"
Dubbel-8,2000,0,"25,113","25,113"
Gotta Dance,2008,"25,108",0,"25,108"
Django,1966,"25,097",0,"25,097"
Stephanie Daley,2006,"25,073",0,"25,073"
Agni Varsha,2002,"25,049",0,"25,049"
Multiple Maniacs,1970,"25,038",0,"25,038"
Bonnie & Clyde vs. Dracula,2008,"25,027",0,"25,027"
Trey,2013,"25,000",0,"25,000"
Ghosts Can't Do It,1989,"25,000",0,"25,000"
Generation Y,2016,"25,000",0,"25,000"
The Saddle Buster,1932,"25,000",0,"25,000"
Nobody Walks,2012,"24,995",0,"24,995"
Catch the Fair One,2021,"24,962",0,"24,962"
Trophy,2017,"21,439","3,522","24,961"
Un monstruo de mil cabezas,2015,"24,852",0,"24,852"
Riri Shushu no subete,2001,"24,846",0,"24,846"
Joyeux Calvaire,1996,"24,790",0,"24,790"
"Pink Ribbons, Inc.",2011,"24,784",0,"24,784"
Wrestling with Angels: Playwright Tony Kushner,2006,"24,729",0,"24,729"
Einayim Petukhoth,2009,"24,708",0,"24,708"
The Exploding Girl,2009,"24,705",0,"24,705"
Naken,2000,0,"24,687","24,687"
Doin' Their Bit,1942,"24,651",0,"24,651"
The Beta Test,2021,"24,577",0,"24,577"
Weather Girl,2009,"24,573",0,"24,573"
The Imagemaker,1986,"24,562",0,"24,562"
Trilogia: To livadi pou dakryzei,2004,"24,514",0,"24,514"
Went the Day Well?,1942,"24,509",0,"24,509"
The Topp Twins: Untouchable Girls,2009,"24,489",0,"24,489"
Olvidados,2014,"24,441",0,"24,441"
John and the Hole,2021,"24,414",0,"24,414"
Burden,2016/IV,"24,411",0,"24,411"
Sound of Noise,2010,"24,376",0,"24,376"
The Citizen,2012,"24,296",0,"24,296"
Le petit soldat,1963,"24,296",0,"24,296"
Frank and Ava,2018,"24,222",0,"24,222"
Bandits,1997,"24,187",0,"24,187"
Odete,2005,"24,146",0,"24,146"
No Home Movie,2015,"24,132",0,"24,132"
Chasing Einstein,2019,"24,117",0,"24,117"
American Storytellers,2003,"24,082",0,"24,082"
Harvest,2010/I,"24,073",0,"24,073"
Off the Black,2006,"24,035",0,"24,035"
American Gun,2005,"24,030",0,"24,030"
Radio Unnameable,2012,"24,017",0,"24,017"
La tête haute,2015,"24,013",0,"24,013"
L'enfer d'Henri-Georges Clouzot,2009,"23,955",0,"23,955"
Saving Brinton,2017,"23,920",0,"23,920"
Beyond Vanilla,2001,"23,886",0,"23,886"
Le plus beau métier du monde,1996,"23,862",0,"23,862"
Behind the Burly Q,2010,"23,859",0,"23,859"
Kill Me Three Times,2014,"23,840",0,"23,840"
The Last Days on Mars,2013,"23,838",0,"23,838"
Death House,2018,"23,833",0,"23,833"
Immigration Tango,2010,"23,812",0,"23,812"
Paradies: Liebe,2012,"23,808",0,"23,808"
Attenberg,2010,"23,787",0,"23,787"
Disturbing the Peace,2016,"23,688",0,"23,688"
Otter 501,2012,"23,656",0,"23,656"
Little Miss Pinkerton,1943,"23,619",0,"23,619"
Arnold,1973,"23,616",0,"23,616"
Arnolds Park,2007,"23,616",0,"23,616"
Obscure Object of My Desire,2001,"23,615",0,"23,615"
The Violent Heart,2020,"23,614",0,"23,614"
Les combattants,2014,"23,598",0,"23,598"
Lost Bohemia,2010,"23,584",0,"23,584"
Emmanuel's Gift,2005,"23,578",0,"23,578"
O Homem Que Copiava,2003,"23,573",0,"23,573"
The Big Squeeze,1996,"23,567",0,"23,567"
Sex and Death 101,2007,"23,563",0,"23,563"
"A Woman, a Part",2016,"23,562",0,"23,562"
A Grid-Iron Hero,1916,"23,487",0,"23,487"
Simple Creature,2016,"23,470",0,"23,470"
Kal Kissne Dekha,2009,"23,437",0,"23,437"
Just One Time,1999,"23,374",0,"23,374"
Greener Grass,2019,"23,324",0,"23,324"
Xiang ri kui,2005,"23,307",0,"23,307"
Bangkok Dangerous,2000,"23,300",0,"23,300"
Hâmonî,2015,"23,248",0,"23,248"
"Blanche Neige, la suite",2007,0,"23,239","23,239"
Jimmy P.,2013,"23,220",0,"23,220"
Can't Stand Losing You,2012,"23,193",0,"23,193"
Nursery University,2008,"23,190",0,"23,190"
Divorce: The Musical,2001,"23,144",0,"23,144"
Naples '44,2016,"23,144",0,"23,144"
For Ahkeem,2017,"23,136",0,"23,136"
Jazireh ahani,2005,"23,130",0,"23,130"
Quand la mer monte...,2004,"23,111",0,"23,111"
The Sunchaser,1996,"23,107",0,"23,107"
Dear Wendy,2005,"23,106",0,"23,106"
Good,2008,"23,091",0,"23,091"
Premature,2019,"23,071",0,"23,071"
The Sensation of Sight,2006,"23,054",0,"23,054"
Falling for Figaro,2021,"23,052",0,"23,052"
Video Games: The Movie,2014,"23,043",0,"23,043"
Goat,2016,"23,020",0,"23,020"
The Iran Job,2012,"23,019",0,"23,019"
Poultrygeist: Night of the Chicken Dead,2006,"23,000",0,"23,000"
Iro,1969,"23,000",0,"23,000"
Zoop in Zuid-Amerika,2007,0,"22,945","22,945"
Cowards Bend the Knee or The Blue Hands,2003,"22,940",0,"22,940"
Islam: What the West Needs to Know,2006,"22,939",0,"22,939"
Struck by Lightning,2012,"22,930",0,"22,930"
Shadow Glories,2001,"22,915",0,"22,915"
Frankie and Johnny Are Married,2003,"22,900",0,"22,900"
Big Game,2014,"22,895",0,"22,895"
Normal Life,1996,"22,891",0,"22,891"
Handsome Harry,2009,"22,878",0,"22,878"
In Between Days,2006,"22,829",0,"22,829"
Bangrajan,2000,"22,826",0,"22,826"
R100,2013,"22,770",0,"22,770"
"Sex, Politics & Cocktails",2002,"22,770",0,"22,770"
Il cuore altrove,2003,"22,758",0,"22,758"
All the Queen's Men,2001,"22,723",0,"22,723"
Happy Valley,2014/II,"22,710",0,"22,710"
Regret to Inform,1998,"22,627",0,"22,627"
Greenwich Village: Music That Defined a Generation,2012,"22,560",0,"22,560"
What They Had,2018,"22,524",0,"22,524"
Rocks in My Pockets,2014,"22,518",0,"22,518"
Hannah Takes the Stairs,2007,"22,509",0,"22,509"
Fanny,1932,"22,505",0,"22,505"
Summer of the Monkeys,1998,"22,500",0,"22,500"
Les anges exterminateurs,2006,"22,490",0,"22,490"
My Scientology Movie,2015,"22,450",0,"22,450"
The Last Big Thing,1996,"22,434",0,"22,434"
Filth and Wisdom,2008,"22,406",0,"22,406"
Anesthesia,2015,"22,386",0,"22,386"
Happy Tears,2009,"22,377",0,"22,377"
Strawberries Need Rain,1970,0,"22,353","22,353"
Grand Piano,2013,"22,353",0,"22,353"
The Big Gay Musical,2009,"22,346",0,"22,346"
The Grace of Jake,2015,"22,345",0,"22,345"
Rover's Big Chance,1942,"22,300",0,"22,300"
Dopamine,2003,"22,278",0,"22,278"
Lolo,2015,"22,272",0,"22,272"
Generation Startup,2016,"22,271",0,"22,271"
The Other City,2010,"22,221",0,"22,221"
Vanishing on 7th Street,2010,"22,197",0,"22,197"
Bandwagon,1996,"22,189",0,"22,189"
Flandres,2006,"22,188",0,"22,188"
Storm,2009/I,"22,165",0,"22,165"
The Good Night,2007,"22,165",0,"22,165"
Quest,2017/II,"22,158",0,"22,158"
Downloading Nancy,2008,"22,153",0,"22,153"
The Black Dove,2012,"22,150",0,"22,150"
Da-reun na-ra-e-seo,2012,"22,139",0,"22,139"
Detective School Dropouts,1986,"22,123",0,"22,123"
Sanam Teri Kasam,2016,"22,121",0,"22,121"
Keyhole,2011,"22,099",0,"22,099"
Tyrannosaur,2011,"22,088",0,"22,088"
The Garden of Eden,2008,"22,083",0,"22,083"
Cuba feliz,2000,"22,071",0,"22,071"
The Moneytree,1992,"22,070",0,"22,070"
Lightning Over Braddock: A Rustbowl Fantasy,1988,"22,060",0,"22,060"
Answers to Nothing,2011,"22,029",0,"22,029"
Injeong sajeong bol geot eobtda,1999,"22,007",0,"22,007"
May in the Summer,2013,"22,004",0,"22,004"
The Lost,2006/I,"22,000",0,"22,000"
The Divide,2011,"22,000",0,"22,000"
Giuliani Time,2005,"21,967",0,"21,967"
I Used to Be Darker,2013,"21,964",0,"21,964"
Camille Claudel 1915,2013,"21,960",0,"21,960"
Pieta,2012,"21,932",0,"21,932"
Paradise Club,2016,"21,923",0,"21,923"
Shut Up and Sing,2006,"21,908",0,"21,908"
Zombie High,1987,"21,905",0,"21,905"
Arranged,2007,"21,898",0,"21,898"
Incendiary,2010,"21,882",0,"21,882"
"Hugh Hefner: Playboy, Activist and Rebel",2009,"21,878",0,"21,878"
La passion de Jeanne d'Arc,1928,"21,877",0,"21,877"
Inside I'm Dancing,2004,"21,864",0,"21,864"
Un año sin amor,2005,"21,847",0,"21,847"
Trudell,2005,"21,844",0,"21,844"
V/H/S/2,2013,"21,833",0,"21,833"
Ao no ekusoshisuto: Gekijouban,2012,"21,796",0,"21,796"
The Last Hangman,2005,"21,766",0,"21,766"
The Revisionaries,2012,"21,731",0,"21,731"
Metropolitan,1935,"21,711",0,"21,711"
Perestroika,2009/I,"21,684",0,"21,684"
"S-21, la machine de mort Khmère rouge",2003,"21,678",0,"21,678"
Ceremony,2010,"21,666",0,"21,666"
The ABCs of Death,2012,"21,660",0,"21,660"
Morning Glory,1993,"21,647",0,"21,647"
Blue Jay,2016/I,"21,626",0,"21,626"
Great World of Sound,2007,"21,594",0,"21,594"
Le clan,2004,"21,567",0,"21,567"
So Much So Fast,2006,"21,525",0,"21,525"
Imaginary Witness: Hollywood and the Holocaust,2004,"21,507",0,"21,507"
Cl.One,2005,"21,496",0,"21,496"
Mauvais sang,1986,"21,483",0,"21,483"
Évocateur: The Morton Downey Jr. Movie,2012,"21,476",0,"21,476"
The Transfiguration,2016,"21,464",0,"21,464"
Mon pire cauchemar,2011,"21,456",0,"21,456"
Antarctica,2008,"21,445",0,"21,445"
Du levande,2007,"21,438",0,"21,438"
The Wisdom of Crocodiles,1998,"21,404",0,"21,404"
The Monster,1999/I,"21,363",0,"21,363"
Level Five,1997,"21,360",0,"21,360"
Lenny Bruce: Swear to Tell the Truth,1998,"21,350",0,"21,350"
Dreaming Lhasa,2005,"21,335",0,"21,335"
Tap World,2015,"21,312",0,"21,312"
Simon Killer,2012,"21,303",0,"21,303"
The Elephant King,2006,"21,298",0,"21,298"
Lake of Fire,2006,"21,297",0,"21,297"
Diminished Capacity,2008,"21,291",0,"21,291"
Violeta se fue a los cielos,2011,"21,289",0,"21,289"
Hush!,2001,"21,278",0,"21,278"
The Arbor,2010,"21,268",0,"21,268"
Toe to Toe,2009,"21,268",0,"21,268"
Finding Oscar,2016,"21,246",0,"21,246"
Safe Men,1998,"21,210",0,"21,210"
The Fiancé,2016,"21,209",0,"21,209"
Born to Fly: Elizabeth Streb vs. Gravity,2014,"21,199",0,"21,199"
Bootmen,2000,"21,172",0,"21,172"
Bonsái,2011,"21,163",0,"21,163"
Girl Model,2011,"21,154",0,"21,154"
Safar e Ghandehar,2001,"21,122",0,"21,122"
"3½ Minutes, Ten Bullets",2015,"21,108",0,"21,108"
NightLights,2014,"21,099",0,"21,099"
Slow Learners,2015,"21,080",0,"21,080"
Seom,2000,"21,075",0,"21,075"
And Everything Is Going Fine,2010,"21,073",0,"21,073"
Lilting,2014,"21,068",0,"21,068"
Out the Gate,2011,"21,059",0,"21,059"
Oxygono,2003,"21,024",0,"21,024"
Phantom of the Theatre,2016,"21,001",0,"21,001"
Holy for Me,1995,"21,000",0,"21,000"
Lay the Favorite,2012,"20,998",0,"20,998"
Cosmos,2015,"20,991",0,"20,991"
Red Hill,2010,"20,960",0,"20,960"
La cordillère des songes,2019,"20,943",0,"20,943"
The Tripper,2006,"20,840",0,"20,840"
Graceland,2012/I,"20,791",0,"20,791"
Dopo mezzanotte,2004,"20,787",0,"20,787"
Wszystkie nieprzespane noce,2016,"20,762",0,"20,762"
Go Get Some Rosemary,2009,"20,728",0,"20,728"
Voices in Wartime,2005,"20,702",0,"20,702"
Frogs for Snakes,1998,"20,693",0,"20,693"
Garage Days,2002,"20,600",0,"20,600"
Love and Other Impossible Pursuits,2009,"20,585",0,"20,585"
Damned River,1989,"20,585",0,"20,585"
Band of Robbers,2015,"20,555",0,"20,555"
Snow Days,1999,"20,555",0,"20,555"
Maniac,2012,"20,551",0,"20,551"
Anna,2000/I,0,"20,508","20,508"
The Day,2011/I,"20,502",0,"20,502"
Crutch,2004,"20,500",0,"20,500"
Coming Up Roses,2011,"20,491",0,"20,491"
The Forbidden Quest,1993,"20,468",0,"20,468"
Karov La Bayit,2005,"20,464",0,"20,464"
Prince of Broadway,2008,"20,450",0,"20,450"
February,2015/I,"20,435",0,"20,435"
New Rose Hotel,1998,"20,416",0,"20,416"
"Yang Ban Xi, de 8 modelwerken",2005,"20,399",0,"20,399"
The Highest Pass,2011,"20,386",0,"20,386"
Heesaeng boohwalja,2017,"20,374",0,"20,374"
Better Watch Out,2016/II,"20,369",0,"20,369"
The Ghosts in Our Machine,2013,"20,344",0,"20,344"
The Trust,2016,0,"20,312","20,312"
Boy Meets Girl,2014/I,"20,289",0,"20,289"
"Three Holes, Two Brads, and a Smoking Gun",2015,"20,267",0,"20,267"
Zheng hun qi shi,1998,"20,267",0,"20,267"
Praia do Futuro,2014,"20,262",0,"20,262"
This Last Lonely Place,2014,"20,215",0,"20,215"
The Time that Remains,2009,"20,205",0,"20,205"
Monogamy,2010,"20,202",0,"20,202"
That Night,1992,"20,194",0,"20,194"
Jesus Henry Christ,2011,"20,183",0,"20,183"
Faat Kiné,2001,"20,178",0,"20,178"
Le joli mai,1963,"20,178",0,"20,178"
If I Die Tonight,2009,"20,175",0,"20,175"
Shadrach,1998,"20,167",0,"20,167"
Bigger Than the Sky,2005,"20,149",0,"20,149"
Wind Chill,2007,"20,146",0,"20,146"
Dirty Laundry,2006/I,"20,138",0,"20,138"
New World Order,2015,"20,100",0,"20,100"
The Sea of Trees,2015,"20,083",0,"20,083"
"Muhammad Ali, the Greatest",1969,"20,073",0,"20,073"
"Un spécialiste, portrait d'un criminel moderne",1999,"20,021",0,"20,021"
Cameraman: The Life and Work of Jack Cardiff,2010,"20,019",0,"20,019"
Glass: A Portrait of Philip in Twelve Parts,2007,"20,018",0,"20,018"
The Ground Truth: After the Killing Ends,2006,"20,013",0,"20,013"
Medicinal,2008,"20,000",0,"20,000"
The Good Heart,2009,"19,959",0,"19,959"
Radio Bugs,1944,"19,931",0,"19,931"
"This World, Then the Fireworks",1997,"19,906",0,"19,906"
Walt & El Grupo,2008,"19,900",0,"19,900"
Words of My Perfect Teacher,2003,"19,898",0,"19,898"
Love Me True,2015,"19,887",0,"19,887"
Active Measures,2018,"19,862",0,"19,862"
"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",1975,"19,858",0,"19,858"
Garden Party,2008,"19,853",0,"19,853"
Christian Mingle,2014,"19,836",0,"19,836"
Gummo,1997,"19,820",0,"19,820"
Fuck,2005,"19,791",0,"19,791"
The Homeless Billionaire,2016,"19,771",0,"19,771"
The Cry,2007,"19,763",0,"19,763"
Three of Hearts: A Postmodern Family,2004,"19,738",0,"19,738"
The Devil and Father Amorth,2017,"19,729",0,"19,729"
Down to the Bone,2004,"19,723",0,"19,723"
Brotherhood,2010/I,"19,722",0,"19,722"
Zhui ma lao,2003,0,"19,720","19,720"
Trying to Get Good: The Jazz Odyssey of Jack Sheldon,2008,"19,712",0,"19,712"
Of Love and Shadows,1994,"19,710",0,"19,710"
Counter Column,2020,"19,692",0,"19,692"
Shut Up Little Man! An Audio Misadventure,2011,"19,654",0,"19,654"
Trouble in Mind,1985,"19,632",0,"19,632"
Die Fremde,2010,"19,631",0,"19,631"
Bad Milo!,2013,"19,613",0,"19,613"
Art Bastard,2016,"19,600",0,"19,600"
Merci Docteur Rey,2002,"19,590",0,"19,590"
Dancing Romeo,1944,"19,584",0,"19,584"
Waydowntown,2000,"19,583",0,"19,583"
Noma My Perfect Storm,2015,"19,554",0,"19,554"
The Hebrew Hammer,2003,"19,539",0,"19,539"
Waiting for Lightning,2012,"19,537",0,"19,537"
Three Peaks,2017,"16,216","3,314","19,530"
Broderskab,2009,"19,525",0,"19,525"
Teenage,2013/I,"19,500",0,"19,500"
Whensday,2013,"19,463",0,"19,463"
A Wink and a Smile,2008,"19,459",0,"19,459"
The Waiting Game,1999,"19,381",0,"19,381"
Everything's Gone Green,2005,"19,373",0,"19,373"
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,"19,368",0,"19,368"
The Open Road,2009,"19,348",0,"19,348"
L'Apollonide (Souvenirs de la maison close),2011,"19,327",0,"19,327"
Forever Fever,1998,"19,319",0,"19,319"
Regeneration,1997,"19,273",0,"19,273"
Orwell Rolls in His Grave,2003,"19,257",0,"19,257"
Our Nixon,2013,"19,249",0,"19,249"
The Trial,2010,"19,246",0,"19,246"
How to Grow a Band,2011,"19,237",0,"19,237"
Neshoba,2008,"19,219",0,"19,219"
Massacre on Aisle 12,2016,"19,188",0,"19,188"
The Manson Family,1997,"19,140",0,"19,140"
Stations of the Elevated,1981,"19,138",0,"19,138"
Hei yan quan,2006,"19,136",0,"19,136"
The Strange Case of Dr. Jekyll and Mr. Hyde,2006,"19,111",0,"19,111"
Revelation: Dawn of Global Government,2016,"19,107",0,"19,107"
Hellbound?,2012,"19,105",0,"19,105"
Watchers of the Sky,2014,"19,081",0,"19,081"
Stander,2003,"19,067",0,"19,067"
Hunky Dory,2011,"19,041",0,"19,041"
Princesa,2001/I,"19,040",0,"19,040"
Carrie Pilby,2016,"19,025",0,"19,025"
Mai,2015,"19,017",0,"19,017"
The Challenger,2015/I,"19,003",0,"19,003"
The First Basket,2008,"18,995",0,"18,995"
The Romans,2014,"18,994",0,"18,994"
Peter Brook: The Tightrope,2012,"18,929",0,"18,929"
Dallas 362,2003,"18,928",0,"18,928"
Ktown Cowboys,2015,"18,863",0,"18,863"
Phyllis and Harold,2008,"18,859",0,"18,859"
Search Engines,2016,"18,850",0,"18,850"
Smash & Grab: The Story of the Pink Panthers,2013,"18,765",0,"18,765"
Lantai 13,2007,0,"18,762","18,762"
Rails & Ties,2007,"18,718",0,"18,718"
Kamikaze 1989,1982,"18,710",0,"18,710"
The Man from Outer Space,2017,"18,709",0,"18,709"
Menú degustació,2013,"18,686",0,"18,686"
Spettacolo,2017,"18,668",0,"18,668"
Pro Wrestlers vs Zombies,2014,"18,655",0,"18,655"
Seoul Searching,2015,"18,654",0,"18,654"
Dr. Bronner's Magic Soapbox,2006,"18,653",0,"18,653"
Mei shao nian zhi lian,1998,"18,629",0,"18,629"
Saving Marriage,2006,"18,575",0,"18,575"
La sconosciuta,2006,"18,569",0,"18,569"
All the Rage (Saved by Sarno),2016,"18,489",0,"18,489"
Itty Bitty Titty Committee,2007,"18,479",0,"18,479"
Ski School,1990,"18,476",0,"18,476"
Stake Land,2010,"18,469",0,"18,469"
Vous n'avez encore rien vu,2012,"18,455",0,"18,455"
Bai she chuan shuo,2011,"18,445",0,"18,445"
L'important c'est d'aimer,1975,"18,444",0,"18,444"
Chacun sa nuit,2006,"18,435",0,"18,435"
A Room for Romeo Brass,1999,"18,434",0,"18,434"
Les parapluies de Cherbourg,1964,"18,425",0,"18,425"
Slava,2016,"18,415",0,"18,415"
Venus Boyz,2002,"18,401",0,"18,401"
Color of a Brisk and Leaping Day,1996,"18,399",0,"18,399"
